video_id,transcript,sentiment,sentiment_score,start_sentiment,end_sentiment
l5PTG1m9vEE,"Meet Angie. Hi, my name is Angie and I used to be a man. Two years ago, Angie's dad passed away, making him realize that life is short and that you need to follow what makes you happy. So he decided to do what he felt for years, change his gender to become a woman. And he decided to come out publicly using Instagram. His original username was HailToTheKing. And her new account? HailToTheQueen. And that is how everyone knew that Ian is now Angie. This was no easy thing to do, and Angie expected a lot of pushback, but to her surprise, 99% of the reception was love and support. When Angie was Ian, she was married to the supermodel Joey for 10 years. Now, she is still married to the same woman, and she still designs, builds, and races in the most manly world ever, the car world. Because sometimes, the king can also be a queen. That's one minute, see you tomorrow. Thank you.",POSITIVE,0.985509991645813,0.989820122718811,0.9998414516448975
7wQ93t7q8ss,hi I'm a man and I'm a woman and after traveling to sixty countries around the world here is what we learned for men like me we can wear whatever we want we can go wherever we want we never we want day or night no problem for women like me we can't wear whatever she looks like a prostitute we can't walk wherever you might get raped or whenever it's too dangerous at night for women this is not just us this is the life of billions of women around the world in rich countries and poor ones who are still treated differently in the eyes of society at workplace and even in the eyes of their parents in many countries parents are much stricter on their daughters than they are on their sons Travel has taught us that gender inequality is a global problem and you don't need 60 countries to know this next look outside your window and see how much work we have left to do that's one minute see you tomorrow ,POSITIVE,0.8193694949150085,0.9991462230682373,0.5730910897254944
qsMiiLHVDe8,hey let me ask you a question what what time do you normally wake up 10 a.m. see like many of you I used to wake up at 10 and sometimes 11 a.m. and by the time I finished breakfast the day is almost over but over the past week I've been working with the International Red Cross in Kahaluu Guinea they do to security and lack of electricity in these areas we can only work from 6 a.m. to 6 p.m. which means we have to wake up early and sleep early and this very strict schedule has surprisingly made every day much more productive and everyone's energy is through the roof nothing wrong with staying up late and waking up late if it suits you but for us every day became a lot more productive we're going woke up with the Sun and went to sleep with the Sun that's one minute see you tomorrow,POSITIVE,0.7698748111724854,0.5866738557815552,0.6523440480232239
mn2UAPYD5PM,everyone knows that children learn very quickly and whatever they learn they keep for the rest of their life that's why here in the country of Armenia I was amazed to see that in addition to math and science children also learn chess here every child is taught chess with dedicated schools and classrooms this teaches them how to focus compete and develop their cognitive skills so they grow up to become grandmasters like this guy with highly-developed brains all from a game of chess armenia is one of the best countries at chess in the world just ask their president yes I'm the president and we love chess Plus this isn't just about chess it's about what we teach children if we teach them discipline patience strategy and focus from a young age we can create a world where everyone is a grandmaster,POSITIVE,0.9996744394302368,0.8437422513961792,0.9984087347984314
ZuLC4j_ohdw,"Hi. When I was 14 years old, my dad would compare me to the Japanese kids. He would say, kids in Japan are so smart, by the time they're 14 years, they have invented an app. And that would make me jealous. But 10 years later, I went to visit Japan only to see what my dad didn't see. I saw the smartest people in the world, but I also saw depression, stress, and suicide rates that are so high, there's an actual forest called the suicide forest in Japan. Turns out there's a hidden cost to all the expectations we have from people. The more expectations, the more pressure, the more unhappy life gets. Like my dad, I want my kids to be as smart as the Japanese, but I want them to do it only when the time is right. That's one minute. See you tomorrow.",NEGATIVE,0.8445087671279907,0.9995275735855103,0.6967142224311829
xvyMZ_4Zmj8,"Hi. When you think of energy, you normally think of coal, you think of wind, you think of solar. But what you don't think of is the poop of guinea pigs. Yes, I have just arrived to a farm in the country of Peru, where these farmers created energy from the poop of guinea pigs. This process is simple. They take the poop of 1,000 guinea pigs, put it in underground chambers and pressure it. And that creates methane gas that can power their farm, appliances and light bulbs. And the poop leftovers? They put in Coca-Cola bottles, called it... Coca-Cola. Coca-Cola. And use it as a fertilizer to turn their entire farm green. We make this product from the guinea pig poop. This unique method is not enough to replace electricity. But it shows that you can make something out of nothing. That you can power a farm from guinea pig poop. Esto fue Minuto. Y nos vemos mañana. Yeah!",POSITIVE,0.6295917630195618,0.9557231664657593,0.9963334798812866
HUq0rsv107I,if it isn't obvious I'm not white I'm brown and growing up in the Middle East I thought white people lived in places like London but now that I'm a grown up in London I realized I was wrong London is not white turns out British white people in London are the minority in the majority - India France senator people from all races and colors this place has 300 languages spoken a mere of a Pakistani origin and an Indian meal of tikka masala considered by some to be a national dish national dish places like London make me happy because the more colors culture and languages you can fit in the city the more people can call this place huh I'm not white but in London I feel at home  Applause,POSITIVE,0.9989863038063049,0.9903053045272827,0.9992026686668396
TAQctZpOuVs,"before we begin shout out to Squarespace for sponsoring today's video I hope you're ready in Ecuador where the northern and the southern hemispheres are separated by this line at the middle of the world twice a year your shadow disappears entirely because the Sun is right above you the water drains straight down not right or left your watch is not need because of solar time here you can't balance yourself on a straight line but you can balance an egg or a nail and a quitter you are very close to the Sun because the masses are high and the earth bulges towards the center an entire country Ecuador is named after this place where you will find this this and these people the world is a fun place but in the middle of it it's even more fun Applause  today my friends and I arrived in a tiny town hidden in the Andes mountain called Bonnie oh because they told us here you can do anything you want with one push from a stranger you're swinging into the mountains and with another you'll feel like in heaven with one thumbprint you'll get an ATP machine and break it - with one click you'll see beautiful nature with one dollar you'll get tons of bananas with one request you'll get a ride from the police and get to sound the siren - you're arrested with one dip you'll be in volcanic hot spring water with one harness you'll fall off a bridge and with one wrong step forward you will be dead all this is happening right near an active volcano that is due to erupt any Dana but for today the smallest actions led to the biggest most amazing experiences we stop we stop as I stand here in the Galapagos Islands I can't help but think of how humans stop nature these islands have existed for millions of years developing a wildlife you can't see anywhere else in the world until humans came with their cars cities dogs chicken cats and rats animals killed the peaceful wildlife and humans took over their homes here and everywhere humans are destroying wildlife man-made climate change will affect water temperatures on these islands just by a few degrees and these extra degrees will kill marine food so marine animals can no longer find food these marine iguanas the only ones in the world could starve to death and I'm not even mentioning the human islands that could be gone because of climate change look don't become vegetarian and don't turn off electricity all I'm asking of you is this just be mindful of nature that's one minute see you tomorrow  hi I'm back at Quito Ecuador the second highest capital in the world which means air quality here is good but there's not much air and when you are at such high altitudes everything gets harder a simple run 2,800 meters high will leave you breathless and when you do the same run at 4000 meters it's much harder this is the same height as the Himalayas base camp and even there against less oxygen it's just as hard at this altitude levels your car however fancy will be slower due to low oxygen level your drone battery will have a shorter life and these 10 stairs you need to climb will leave you breathless at least I am an island sea level this is called a jog here walking is an exercise your heart rate jumps by a lot in Quito Ecuador having a big heart please applause having big ones is a must hey Zoe knew Todd knows Belle mañana  oh now from for you how do you run a country most people look for answers in the developed world like the US and Europe but I found these answers in the developing world like here in Ecuador take something as simple as food every item here has a simple guide showing you how healthy or unhealthy an item is in the US this is your guide and it's complicated flying a drone here is not a problem either even next to policeman so I'm electrified yes good thank you so much in other places this could get you in jail in Ecuador immigrants are not round upon Venezuelans come to Ecuador and Colombia in search of a better life and they are welcome even the guy holding this camera is venezuelan hola ecuador is the most underrated place I've been to but it's also the place I learned the most while having fun hey everybody thank you so much for watching this video and thank you to Squarespace for sponsoring this video with Squarespace you can choose from many templates you can link all your social media accounts so you can post all at the same time all you need is an idea and your website is done you don't need a laptop you can make any changes you want from your mobile phone go to squarespace.com slash nah daily and you will get 10% off your first purchase and a free trial thank you for watching the videos see you guys soon ",NEGATIVE,0.9915577173233032,0.5336756706237793,0.9896566867828369
_-RXonU5t5Q, when you think of a slum like the one behind me you think of poverty danger and unemployment that's what many people think when they see the third largest slum in the world Dharavi in Mumbai India from above it's where 1 million people live in tiny houses but from below this is much more than a slum it's a place that generates 650 million dollars every year it's where I saw a huge recycling business parade business leather and garment business this product was made in Dharavi not Milan not New York or Paris here I struggled to find someone who was not working even inside houses women were working and those that were not I found them cleaning because evening with dirty roads and no toilets houses are clean inside Dharavi is an economic powerhouse filled with huge businesses engineers artists and hard workers it just so happens to be called a slum that's one minute see you tomorrow,NEGATIVE,0.8512053489685059,0.9985260963439941,0.8840534090995789
sXmgmEUx4HQ,Muziek beth is barry jas aan tafel had hij in de middle of koffie en secure vol kanaal voor starters op dit kanaal zo ja je mag met een eyeliner is to buyers why not share my quest for free 0 bol van de long likken rising indringen in sterven en city fire duister en fit your voor mijn bed-side via peepl was wit op haar tweets in het band music to hang out ja zie ik heb hier de pols in cs50 en zie wat voor was gonna be pop witte vlieg onze vragen les belles hier en het beste be done by my small ga je mij zien ik doe meer in nog steeds waar Muziek,NEGATIVE,0.9944707155227661,0.9853615760803223,0.9798796772956848
VOEog1_OoXk,ừ ừ âm nhạc ở Mỹ Thanh Hà My name is the best manicures and think I have your industry investments in the porefessional quaritch deleted When She is my sweet see more free Space in the forests and drove a heart I know the score is caused record and There's more twenty kore kara Super help this vast y wes Anderson this Plant is leaving from scratch parents make you have money that I know I got That they Could See gameshow in seven use your actions you hear me now make it work from file Has Changed over image with more interesting in the end users for more investment Capital of Cinema à,NEGATIVE,0.9917094111442566,0.9977732300758362,0.5760087370872498
dMDAcJ7eXHI,Muziek bessen die verwarde dat ze niet maar chapter van oud zijn geval media druk you could in zijn geval media tessa is de borst impotent voor en de horny girl you're born in de krant sheriff albania if you say you're gonna do something you door in tiel plannen sport so too much money you by rood je hebt hem attorney and are you were you heb mijn bessen en neer en join horen what you did you work you all over europe oké dit keer weer pesten order forms to help you zijn projecten en nummer harry was weer in moest worden give you can't refuse to just there were prettig aan de president of voor binnen no single tube zoals we die we tot een ezel die goals hoe ja de national mall het rubber ik hier zijn ik vind ik hem naar van de al vingers is danny qq hoorde cubitt hiervan if it means rust in your life in de wereld voor valies is wie doet al us aan luchtbed morpeth out in a line is dat we min at cmo that's my bessen Muziek,NEGATIVE,0.9980695843696594,0.9924963712692261,0.9980629086494446
xSS4eceZd0o,Muziek mixtoernooi hi mijn diensten mooi en hij hen en per dag die je zo'n olie haar alarm gradient toen te scoren job and graduate in paragraph denk wennen want to grab it all this life changing jaren bij red deer studies zijn in de groei en open iets waar veel energie voor stuffed animals and nephew met die hier simpel jewel take your staff animals jerry toon op een survey track driver 2 wit het monument local markets and leaving the dinner with fellow stad en over 14 tour hangen box en toegang tot deur hoort piepen dus hoor ik won het wordt zo vaak ziet ook stad en om onze modern voor je toegang wit shirt en jas fietsshirt om de koperen pot was herberg die je help those that nieuwe met allah mijn tiet ebeltjes of people and mooi kan gaan zoeken naar travel at least broeder staaf peddels dit helpt solo electric oktober heeft de does something and for one set wil maakt wordt waarin dit work for her and 4 others that one mini zie je te maar Muziek,NEGATIVE,0.9880258440971375,0.9300521612167358,0.9875418543815613
ySsGRbTIXZg,good morning it's time for my usual cup of coffee actually it isn't because I never drink coffee this is the thing I've avoided my entire life because coffee however sexy and tasty and mainstream it Lopes is a drug call me grandpa grandpa I've seen too many of my friends who couldn't function normally without a daily cup of coffee they get headaches jitters restlessness and get so addicted that coffee does nothing but hear their headache that came from coffee in the first place and sometimes the evening drink coffee and go to sleep in these cases what's the point of it don't get me wrong coffee is a great source of energy and is good in moderation but for me I'd rather get all my energy from sleep that's a minute see you tomorrow,POSITIVE,0.8636583089828491,0.9686828851699829,0.9034460783004761
2Kj4Hs4pGwg," meet blue hi my name is Lou and I want you to finish your beer why because she only wants your glass who lives in the beautiful island of Zanzibar but because it's an island glasses are used then thrown away with no recycling facilities this is mostly from tourists so she and her team decided to do something about it for every 20 bottles they collect one turns into a candle I one turns into a product like this and eighteen they crush entirely add cement a few special secrets and bam they can make you real functioning brick that can be used to build houses in a more sustainable way for everyone house we can say 50,000 bottles and save you money and your house should be twice as strong and nature twice as beautiful but this solution takes years to perfect and if they finally make it work we'll see a lot of houses that are actually made of glass Applause",NEGATIVE,0.9574550986289978,0.9776981472969055,0.9560522437095642
JoCdlHCNP78, I hate visas but I have just arrived to a country that is entirely visa  entirely which means everyone from every fully independent country can come to this tiny seashells country without applying for a visa it's visa-free cars free that's very rare to see the see shows is a small paradise of a hundred thousand people in Africa where they have the richest country with the most powerful African passport as the rest of the world struggles with visa applications and rejections let's look at the Seychelles because the people of the Seychelles built a paradise that is open for everyone that's one minute,POSITIVE,0.995629072189331,0.9327863454818726,0.9994117021560669
8cJ9ZIOX0tg,animals danger hyenas hi the guy you see next to me will change your mind about animals this is a bus hi my name is Abaza I am Heineman a past lives in a remote village in Ethiopia where many dangerous wild hyenas live but instead of getting scared a vos became their friend during the day a bus goes to the market to find food i buy Zim food and takes it to his home and during the night the hyenas come out and magically show up at his doorstep not to attack him but to play and eat with him out of my senses he even knows them on the first day I bases because this unnatural is his family's tradition or for urination what you're looking at is an amazing example of how animals are not our enemies because even hyenas the wild dangerous animals can become a human's best friend see you tomorrow yeah yeah whoo yeah yeah yeah Applause,POSITIVE,0.9979448914527893,0.9251545071601868,0.999735414981842
wdreKcMgyu4,the guy you see next to me is very interesting here is why meet Peter Peter doesn't talk much or care much he just does tattoos but unlike many his tattoo shop is a bunker this bunker was one of many built to protect Albania at times of war and after the government fell Peter decided to turn his bunker into a tattoo shop in his bunker he has no prices once you get a tattoo if he likes you it's free and if he doesn't Vincent's pencil and he has no open hours schedule either if you don't find me here don't look for me because I be gone for good tattoos are a huge commitment in the last forever so you're gonna get one then you might as well do it here in the middle of nowhere in northern Albania in a communist bunker by a guy with a lot of talent and few words this unique memory will last forever just like your tattoo that's what it is see you tomorrow,POSITIVE,0.9926215410232544,0.9753625988960266,0.9996751546859741
nH42Jd2D2zU,okay this is crazy if you've ever driven a car then you definitely know this feeling it's the feeling of anger you get when other people don't know how to park the double-park may trip apart and they take more space that they deserve that makes everyone angry what bro but not here in Singapore and I kid you not ninety-five percent of all their cars are parked in Reverse to save space and to make room for other cars they only use the space they are allowed and no more and the cars that don't do it are usually from another country this is not the government or the law this is the people who developed a culture of respecting road etiquette that's why everyone needs to see this because in this tiny tiny country with very limited space if the people are sharing it in the most respectful way possible that's one minute Applause ,NEGATIVE,0.9847686290740967,0.9768576622009277,0.9842245578765869
uwRWBWVSUDo,of this 1000 a journey so it's the perfect time to follow this page through your engineer if you are a video maker and you have jumped from the deep end of the pool and did not drown then I'm looking to work with you I want to have a hundred more nos dailies for my next project I am easy to find all I need is a minute of your day every single day and today you have given me to thank you so much for your time ,POSITIVE,0.9991913437843323,0.9993859529495239,0.9998342990875244
RVwGdUiPsPU,음악 아 물론 티비에 온돌 스위트 날 좀 에 이포 올 m48 있음 포 초유 dcx 펜스 애드혹 셀 단짝이 짓 요리법 b1 은 유대 이렇게 베로 미랜다 허물 득해서 텐데 4조 id 스토리 파일 뻐 20 센 타 15 설 out we spot cool 씬 operators west over to other a toll pdp 와 50인 3 이스트 reflex l8 파악된 쫙 cc 떨기 해주십시오 세운 나 스토리와 r12 쓰지 않게 디스트 허리 된 새끼 번째 에게 차이브 인해 스포츠웨어 이 우치 쿨 달아 화를 낼게 끼 뭐 음악 브라켓이 패딩 폴더 걸수도 왔는 걸 우리는 안될수도 입하 os 요원 a 양 소아 매는 쓰지마 아 음악,NEGATIVE,0.75934898853302,0.6367534399032593,0.5735055804252625
RZFdiFRfENg,what you're looking at is a golf cart that could be the world's most expensive golf cart because this one has a price tag yes that is more than a Tesla this is a town on a Hong Kong Island that decided to ban cars and only allow a limited number of golf carts on the streets and because of that golf cart prices went from five thousand to a hundred and fifty thousand dollars Oh cards but despite that many people still want to live here even if they are not rich because this island has no noise or car pollution it has beautiful beaches beautiful schools and a neighborhood made entirely of boats where people live on the water a hundred and fifty thousand dollars for a golf cart is crazy but the locals don't seem to mind because they can just walk,NEGATIVE,0.6251844167709351,0.9944700002670288,0.9910901784896851
sMTXUr1dzE8,hi this is a normal sized nut and this is the world's largest nut oh yes you are looking at it this nut is bigger than an iPhone bigger than a drone and bigger than a human head it's the size of a human butt that's why people also call it the butt nuts this gigantic nut comes from an even bigger fruit that can weigh up to 42 kilograms okay it's heavy ah can I go now and it grows in only two islands in the entire world the Seychelles Islands we have the biggest and heaviest net in the world this nut is so rare that you are banned from eating it work out with it or do anything with it other than Marvel at its size and its weight this is pretty big the world is full of nuts but the biggest one of them all happens to look like a butt that's one minute see you tomorrow,NEGATIVE,0.988385796546936,0.9927158951759338,0.9560455083847046
O1nBvQ5noeo, meetin PO hi my name is simple this moment from flesh as I was walking down the street in Soweto South Africa's largest township ison PO operating a robot that he built himself he would touch one of seven levers and the robot would go up and down it would even lift things and move them the robot is made of discarded materials like the battery of an elevator and the motor of a drill machine and this took me two weeks to build this is a genius product built by a 20 year old kid with very little support and the only I'm under only unknown is waking out of familiar form if the same talent was found in another 20 year old kid in the US they would probably be at Google but for now you can find them though at the side of a street waiting to be recognized ,NEGATIVE,0.999365508556366,0.9807048439979553,0.969484806060791
RgHFlEL-Bhk," meet tokoro hi i'm carol and japanese crazy boy this is why the Kuro says he is crazy tokoro took dried roses dip them in gold and sold them to boyfriends googling for girlfriend present expensive that's how we made $200,000 then he wanted to talk to machines so he built a ring with a swipe the rain controls your abs just like that it works but the coral couldn't talk to people because he couldn't speak English in Taco Bell it tooks to me 5 min soo-ah a water or water or water so he built a device that allow people like him to talk to people homie to the host genius it's a device that translates on the spot no internet no app just click tokoro grow up knowing all in Japanese but instead of learning another language he found a way to learn every language that's crazy that's one minute see you tomorrow a tsunami notice nos vemos manana",NEGATIVE,0.9934068918228149,0.9545609354972839,0.9919469952583313
ngqYdxSjyYU, potatoes potatoes when I was a kid I thought there was one type of potato this but I have just arrived to our country with more than four thousand types of potatoes welcome to Peru is a country in South America that is considered to be the birthplace of potatoes there potatoes come with so many colors so many shapes and so many cheese  this is where you look got the potatoes from see and this is how potatoes became one of the world's most popular foods to Peru were the potatoes french fries ,POSITIVE,0.9973819851875305,0.994040310382843,0.9954261183738708
utvMELIxyw4, hi the truth is my girlfriend and I fight a lot every single day lots of people see our intense frequent fires and a theme that we're not accurately oh man but here is why they might be wrong out of 1000 fights that we've had so far we made peace after Taylor minutes on average 10 minutes and this is why our relationship works we fight fast but instead of dragging it out we recover even faster no matter how intense the fight very fast in any relationship we are convinced the number of fights shouldn't matter about this place because if you deal with them right they don't last more than a minute that's one minute see you tomorrow,POSITIVE,0.8681156635284424,0.9981138706207275,0.9935128092765808
AQKOAU_vVO4,last week I showed you how Japan loves fish that's why they have the world's largest fish market you know a place that sells fish little did I know fish is a sensitive topic and this turned into a huge backlash you should be ashamed of yourself go vegan look you are right in a few years I'll probably become vegetarian myself simply because we don't need meat to survive but what humans also don't need is for you to vilify guilt-trip and make them sound like murderers simply for eating what you don't eat there is nothing wrong with your mission but there is something wrong with the way you try to achieve it tell me how meat hurts the planet tell me how vegetables are healthier tell me how this is unsustainable but don't tell me I'm an  __  for not having the same conviction as you do humans can't survive without meat but humans cannot survive without each other that's one minute see you tomorrow,NEGATIVE,0.9958121180534363,0.9977868795394897,0.9924947023391724
GTs6t3L8CDg,아 아 아 아 one item 표출 and more so did i hope i 앞 쇼 펜 이런 mento 아아 over you 레디 포 비켜 10mw and encoder 어느 알랭 데이 와이드 붕 얼바인 표 네비를 보호 수만의 바이크 본인 타임 앤 워치 4oz 미우 색 4 오일이 톰 r8 to 와 시대라 와 어릴 포 맨 뭐 스케일의 말 포맨 쭉 미 풀 뷰 없는 특이한 얼굴 포함 힘겨움을 치고 더 a 패 슈의 비평 퍼스 벤 my 패턴 대포 년 week 웨딩카 울템 이 우즈 d 슈 발 원 탈 웨어 펑펑 울지 4척 찡이 top year to 안돼 woo 박수,NEGATIVE,0.7282813191413879,0.9303410649299622,0.7511747479438782
AOzwxAJl7lg," hi on this holiday season a lot of us are buying gifts especially Apple products and I'm sure a lot of us are thinking the exact same thing about app their products are beautiful but they're expensive this MacBook it's $2,000 and it's thin so thin that if you drop it that's $2,000 gone and you're all devices gonna plug into your new laptop unless you use an Apple adapter they made one and they priced it at 50 bucks for this 50 bucks so your total macbook price is way more than $2,000 if it doesn't break you headphones we cut the wires and call them air pods but with one wrong move your hundred and sixty dollars are gone your new iPhone is the best iPhone since iPhone but if you take our software update all of this is designed so you give Apple your money every single Christmas Merry Christmas that's one minute",NEGATIVE,0.9992572665214539,0.6360296607017517,0.5195424556732178
